timestamp,dp_id,dp_name,packet_ins_per_sec,flow_msgs_sent_per_sec,vlan_hosts_learned_rate,of_errors_per_sec,dp_disconnections_per_sec,flow_table_full_per_sec
2025-07-04T10:54:25.959731,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:25.959731,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:26.971786,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:26.971786,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:27.987790,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:27.987790,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:29.003284,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:29.003284,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:30.025938,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:30.025938,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:31.049469,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:31.049469,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:32.062892,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:32.062892,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:33.077705,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:33.077705,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:34.089275,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:34.089275,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:35.102949,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:35.102949,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:36.121492,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:36.121492,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:37.136238,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:37.136238,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:38.149655,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:38.149655,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:39.184713,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:39.184713,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:40.196299,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:40.196299,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:41.210306,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:41.210306,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:42.243183,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:42.243183,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:43.292581,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:43.292581,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:44.332190,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:44.332190,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:45.363861,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:45.363861,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:46.382600,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:46.382600,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:47.397120,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:47.397120,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:48.414109,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:48.414109,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:49.427173,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:49.427173,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:50.447289,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:50.447289,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:51.463525,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:51.463525,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:52.477595,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:52.477595,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:53.490029,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:53.490029,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:54.511929,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:54.511929,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:55.532603,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:55.532603,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:56.550942,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:56.550942,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:57.563235,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:57.563235,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:58.583491,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:58.583491,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:54:59.599731,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:54:59.599731,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:00.612110,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:00.612110,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:01.625061,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:01.625061,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:02.638674,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:02.638674,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:03.652025,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:03.652025,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:04.669061,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:04.669061,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:05.704788,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:05.704788,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:06.718468,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:06.718468,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:07.739176,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:07.739176,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:08.752925,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:08.752925,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:09.771106,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:09.771106,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:10.785156,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:10.785156,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:11.797689,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:11.797689,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:12.809933,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:12.809933,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:13.827653,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:13.827653,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:14.842907,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:14.842907,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:15.857883,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:15.857883,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:16.872620,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:16.872620,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:17.905887,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:17.905887,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:18.927893,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:18.927893,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:19.949564,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:19.949564,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:20.968551,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:20.968551,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:21.993253,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:21.993253,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:23.012221,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:23.012221,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:24.040932,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:24.040932,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:25.056338,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:25.056338,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:26.085858,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:26.085858,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:27.118097,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:27.118097,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:28.142234,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:28.142234,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:29.167122,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:29.167122,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:30.189251,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:30.189251,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:31.208921,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:31.208921,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:32.230909,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:32.230909,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:33.269771,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:33.269771,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:34.293001,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:34.293001,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:35.309354,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:35.309354,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:36.352537,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:36.352537,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:37.370634,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:37.370634,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:38.400200,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:38.400200,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:39.437185,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:39.437185,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:40.476649,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:40.476649,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:41.499311,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:41.499311,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:42.516050,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:42.516050,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:43.544752,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:43.544752,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:44.573345,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:44.573345,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:45.603300,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:45.603300,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:46.620864,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:46.620864,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:47.640863,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:47.640863,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:48.686636,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:48.686636,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:49.719133,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:49.719133,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:50.741492,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:50.741492,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:51.761256,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:51.761256,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:52.797849,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:52.797849,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:53.841019,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:53.841019,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:54.863982,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:54.863982,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:55.895100,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:55.895100,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:56.927670,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:56.927670,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:57.962290,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:57.962290,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:55:58.981924,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:55:58.981924,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:00.006176,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:00.006176,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:01.024388,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:01.024388,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:02.047635,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:02.047635,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:03.067844,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:03.067844,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:04.116019,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:04.116019,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:05.145058,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:05.145058,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:06.170749,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:06.170749,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:07.193014,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:07.193014,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:08.216928,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:08.216928,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:09.246094,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:09.246094,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:10.268577,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:10.268577,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:11.295898,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:11.295898,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:12.474381,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:12.474381,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:13.547117,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:13.547117,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:14.596269,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:14.596269,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:15.631370,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:15.631370,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:16.660903,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:16.660903,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:17.699843,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:17.699843,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:18.728796,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:18.728796,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:19.756602,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:19.756602,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:20.805835,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:20.805835,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:21.823455,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:21.823455,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:22.861806,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:22.861806,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:23.879297,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:23.879297,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:24.906344,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:24.906344,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:25.917855,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:25.917855,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:26.948272,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:26.948272,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:27.968573,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:27.968573,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:28.988760,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:28.988760,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:30.009971,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:30.009971,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:31.031347,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:31.031347,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:32.064669,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:32.064669,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:33.084722,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:33.084722,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:34.109539,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:34.109539,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:35.132103,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:35.132103,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:36.170399,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:36.170399,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:37.196720,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:37.196720,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:38.213038,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:38.213038,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:39.230227,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:39.230227,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:40.253977,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:40.253977,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:41.279362,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:41.279362,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:42.312397,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:42.312397,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:43.344375,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:43.344375,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:44.355267,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:44.355267,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:45.375316,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:45.375316,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:46.391853,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:46.391853,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:47.427096,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:47.427096,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:48.457478,0x1,sw1,0,0,1.0,0,0,0
2025-07-04T10:56:48.457478,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:49.495115,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:49.495115,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:50.520633,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:50.520633,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:51.549020,0x1,sw1,0,0,0.0,0,0,0
2025-07-04T10:56:51.549020,0x2,sw2,0,0,0.0,0,0,0
2025-07-04T10:56:52.572546,0x1,sw1,0,0,0.0,0,0,0
